season,player_name,team,player_rating,position,nation,league,skill_moves,weak_foot_quality,work_rate_a,work_rate_d,player_height,player_weight,age
2021/2022,Bernardo Costa da Rosa,West Ham,55,CAM,Brazil,EPL,3,3,M,M,177cm,74kg,21
2021/2022,Joe Hodge,Wolves,55,CDM,Republic of Ireland,EPL,2,2,M,H,177cm,76kg,19
2021/2022,Shane Flynn,Leicester City,55,LB,Republic of Ireland,EPL,3,3,M,M,181cm,68kg,20
2021/2022,Jeremie Mukendi,Spurs,55,RM,England,EPL,3,3,M,M,178cm,71kg,21
2021/2022,Sam McClelland,Chelsea,55,CB,Northern Ireland,EPL,2,2,L,M,190cm,78kg,20
2021/2022,Liam Gibbs,Norwich,55,CM,England,EPL,2,3,H,M,178cm,65kg,19
2021/2022,Ayo Tanimowo,Brighton,55,RB,England,EPL,2,3,M,M,176cm,73kg,20
2021/2022,Ed Turns,Brighton,55,CB,England,EPL,2,2,L,M,180cm,76kg,19
2021/2022,Killian Phillips,Crystal Palace,55,CDM,Republic of Ireland,EPL,2,3,M,M,190cm,85kg,20
2021/2022,Austin Samuels,Wolves,55,ST,England,EPL,3,4,M,L,178cm,69kg,21
2021/2022,Dylan Williams,Chelsea,55,LB,England,EPL,2,2,H,M,170cm,64kg,18
2021/2022,Thierno Ballo,Chelsea,55,CAM,Austria,EPL,3,3,M,M,172cm,60kg,20
2021/2022,Daniel Barden,Norwich,55,GK,England,EPL,1,2,M,M,195cm,79kg,21
2021/2022,Jon McCracken,Norwich,54,GK,Scotland,EPL,1,2,M,M,185cm,71kg,22
2021/2022,Lewis Richards,Wolves,54,CB,Republic of Ireland,EPL,2,3,M,M,182cm,72kg,20
2021/2022,Luke Cundle,Wolves,54,CM,England,EPL,2,3,H,M,170cm,62kg,20
2021/2022,Imam Jagne,Everton,54,CDM,Sweden,EPL,3,2,H,M,180cm,75kg,18
2021/2022,James Furlong,Brighton,54,LB,Republic of Ireland,EPL,2,3,M,H,178cm,71kg,19
2021/2022,Conor Carty,Wolves,54,ST,Republic of Ireland,EPL,2,2,M,M,184cm,73kg,20
2021/2022,Reece Hannam,Crystal Palace,53,LB,England,EPL,2,2,M,M,178cm,67kg,21
2021/2022,Tom McGill,Brighton,53,GK,England,EPL,1,2,M,M,185cm,80kg,22
2021/2022,Josh Keeley,Spurs,53,GK,Republic of Ireland,EPL,1,3,M,M,191cm,65kg,19
2021/2022,Ossama Ashley,West Ham,52,CM,England,EPL,2,3,M,M,180cm,82kg,22
2021/2022,Todd Miller,Brighton,52,RM,England,EPL,4,4,H,M,173cm,60kg,19
2021/2022,Pascal Juan Estrada,Wolves,51,CB,Austria,EPL,3,2,M,M,186cm,68kg,20
2021/2022,Ben Chrisene,Aston Villa,51,CM,England,EPL,3,3,M,M,181cm,68kg,18
2021/2022,Joshua Oluwayemi,Spurs,50,GK,England,EPL,1,1,M,M,189cm,82kg,21
